new_product_id,current_title,product_type,custom_label_0,price,total_historical_spend,total_historical_revenue,aggregated_roas,old_product_ids_mapped
gla_445870,"Cattle Pasture Seed Mix - Warm Season Southern Forage - 20 lb, Covers 40,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Cow Forage,pasture,69.99 USD,684.09,2274.4,3.32,"1491961734777294612, gla_183689, gla_183690, gla_183691, gla_185202, gla_185203, gla_185204, gla_445262, gla_445870, gla_445871, pb-pswbc, pb-pswbc-0.5-a, pb-pswbc-1-a, pb-pswbc-2.5-a, pb-pswdc, pb-pswdc-0.5-a, pb-pswdc-1-a, pb-pswdc-2.5-a, pb-satbc, pb-satbc-0.5-a, pb-satbc-1-a, pb-satbc-2.5-a, pb-satdc, pb-satdc-0.5-a, pb-satdc-1-a, pb-satdc-2.5-a, pb-ssabc, pb-ssabc-0.5-a, pb-ssabc-1-a, pb-ssabc-2.5-a, pb-swddc, pb-swddc-0.5-a, pb-swddc-1-a, pb-swddc-2.5-a, pb-swtbc, pb-swtbc-0.5-a, pb-swtbc-1-a, pb-swtbc-2.5-a, pb-swtdc, pb-swtdc-0.5-a, pb-swtdc-1-a, pb-swtdc-2.5-a"
gla_445262,"Cattle Pasture Seed Mix - Warm Season Southern Forage - 50 lb, Covers 100,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Cow Forage,pasture,159.99 USD,684.09,2274.4,3.32,"1491961734777294612, gla_183689, gla_183690, gla_183691, gla_185202, gla_185203, gla_185204, gla_445262, gla_445870, gla_445871, pb-pswbc, pb-pswbc-0.5-a, pb-pswbc-1-a, pb-pswbc-2.5-a, pb-pswdc, pb-pswdc-0.5-a, pb-pswdc-1-a, pb-pswdc-2.5-a, pb-satbc, pb-satbc-0.5-a, pb-satbc-1-a, pb-satbc-2.5-a, pb-satdc, pb-satdc-0.5-a, pb-satdc-1-a, pb-satdc-2.5-a, pb-ssabc, pb-ssabc-0.5-a, pb-ssabc-1-a, pb-ssabc-2.5-a, pb-swddc, pb-swddc-0.5-a, pb-swddc-1-a, pb-swddc-2.5-a, pb-swtbc, pb-swtbc-0.5-a, pb-swtbc-1-a, pb-swtbc-2.5-a, pb-swtdc, pb-swtdc-0.5-a, pb-swtdc-1-a, pb-swtdc-2.5-a"
gla_459565,"Clover Food Plot Seed Mix - Duck & Quail Cover Crop - 10 lb, Covers 10,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,clover,47.99 USD,524.62,1255.11,2.39,"1415406775714876435, gla_183437, gla_183438, gla_183439, gla_183440, gla_183441, gla_183442, gla_185939, gla_185940, gla_185941, gla_185942, gla_186453, gla_186454, gla_186455, gla_186456, gla_459565, gla_459566, gla_459567, pg-meof, pg-meof-1-lb, pg-meof-10-lb, pg-meof-25-lb, pg-meof-50-lb, pg-trci-n-1-lb, pg-trci-n-10-lb, pg-trci-n-25-lb, pg-trci-n-50-lb, pg-trfr, pg-trfr-1-lb, pg-trfr-10-lb, pg-trfr-25-lb, pg-trfr-50-lb, pg-trhi, pg-trhi-1-lb, pg-trhi-10-lb, pg-trhi-25-lb, pg-trhi-50-lb, pg-trwi-n-1-lb, pg-trwi-n-10-lb, pg-trwi-n-25-lb, pg-trwi-n-50-lb, w-orpu, w-orpu-0.25-lb, w-orpu-0.5-lb, w-orpu-1-lb, w-pepu, w-pepu-0.25-lb, w-pepu-0.5-lb, w-pepu-1-lb"
gla_459567,"Clover Food Plot Seed Mix - Duck & Quail Cover Crop - 20 lb, Covers 20,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,clover,86.38 USD,524.62,1255.11,2.39,"1415406775714876435, gla_183437, gla_183438, gla_183439, gla_183440, gla_183441, gla_183442, gla_185939, gla_185940, gla_185941, gla_185942, gla_186453, gla_186454, gla_186455, gla_186456, gla_459565, gla_459566, gla_459567, pg-meof, pg-meof-1-lb, pg-meof-10-lb, pg-meof-25-lb, pg-meof-50-lb, pg-trci-n-1-lb, pg-trci-n-10-lb, pg-trci-n-25-lb, pg-trci-n-50-lb, pg-trfr, pg-trfr-1-lb, pg-trfr-10-lb, pg-trfr-25-lb, pg-trfr-50-lb, pg-trhi, pg-trhi-1-lb, pg-trhi-10-lb, pg-trhi-25-lb, pg-trhi-50-lb, pg-trwi-n-1-lb, pg-trwi-n-10-lb, pg-trwi-n-25-lb, pg-trwi-n-50-lb, w-orpu, w-orpu-0.25-lb, w-orpu-0.5-lb, w-orpu-1-lb, w-pepu, w-pepu-0.25-lb, w-pepu-0.5-lb, w-pepu-1-lb"
gla_459566,"Clover Food Plot Seed Mix - Duck & Quail Cover Crop - 50 lb, Covers 50,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,clover,203.96 USD,524.62,1255.11,2.39,"1415406775714876435, gla_183437, gla_183438, gla_183439, gla_183440, gla_183441, gla_183442, gla_185939, gla_185940, gla_185941, gla_185942, gla_186453, gla_186454, gla_186455, gla_186456, gla_459565, gla_459566, gla_459567, pg-meof, pg-meof-1-lb, pg-meof-10-lb, pg-meof-25-lb, pg-meof-50-lb, pg-trci-n-1-lb, pg-trci-n-10-lb, pg-trci-n-25-lb, pg-trci-n-50-lb, pg-trfr, pg-trfr-1-lb, pg-trfr-10-lb, pg-trfr-25-lb, pg-trfr-50-lb, pg-trhi, pg-trhi-1-lb, pg-trhi-10-lb, pg-trhi-25-lb, pg-trhi-50-lb, pg-trwi-n-1-lb, pg-trwi-n-10-lb, pg-trwi-n-25-lb, pg-trwi-n-50-lb, w-orpu, w-orpu-0.25-lb, w-orpu-0.5-lb, w-orpu-1-lb, w-pepu, w-pepu-0.25-lb, w-pepu-0.5-lb, w-pepu-1-lb"
gla_445910,"Alpaca & Llama Pasture Seed Mix - Low-Sugar Forage Blend - 10 lb, Covers 20,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Alpaca Forage,pasture,29.99 USD,137.4,994.58,7.24,"gla_440345, gla_445260, gla_445909, gla_445910, pb-gpal, pb-gpal-0.5-a, pb-gpal-1-a, pb-gpal-2.5-a, pb-mwal, pb-mwal-0.5-a, pb-mwal-1-a, pb-mwal-2.5-a"
gla_445909,"Alpaca & Llama Pasture Seed Mix - Low-Sugar Forage Blend - 20 lb, Covers 40,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Alpaca Forage,pasture,49.99 USD,137.4,994.58,7.24,"gla_440345, gla_445260, gla_445909, gla_445910, pb-gpal, pb-gpal-0.5-a, pb-gpal-1-a, pb-gpal-2.5-a, pb-mwal, pb-mwal-0.5-a, pb-mwal-1-a, pb-mwal-2.5-a"
gla_445260,"Alpaca & Llama Pasture Seed Mix - Low-Sugar Forage Blend - 50 lb, Covers 100,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Alpaca Forage,pasture,119.99 USD,137.4,994.58,7.24,"gla_440345, gla_445260, gla_445909, gla_445910, pb-gpal, pb-gpal-0.5-a, pb-gpal-1-a, pb-gpal-2.5-a, pb-mwal, pb-mwal-0.5-a, pb-mwal-1-a, pb-mwal-2.5-a"
gla_455513,"Green Screen Food Plot Seed Mix - Deer & Wildlife Cover - 10 lb, Covers 40,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,35.99 USD,278.09,746.45,2.68,"gla_455513, gla_455514, gla_455515"
gla_455514,"Green Screen Food Plot Seed Mix - Deer & Wildlife Cover - 20 lb, Covers 85,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,64.79 USD,278.09,746.45,2.68,"gla_455513, gla_455514, gla_455515"
gla_455515,"Green Screen Food Plot Seed Mix - Deer & Wildlife Cover - 50 lb, Covers 215,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,152.99 USD,278.09,746.45,2.68,"gla_455513, gla_455514, gla_455515"
gla_455528,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 10 lb, Covers 2,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,113.99 USD,61.81,210.7,3.41,"gla_187126, gla_187129, gla_187130, gla_441522, gla_441529, gla_444217, gla_455528, gla_455529, gla_455530, turf-ws, turf-ws-1000-f, turf-ws-1500-f, turf-ws-2000-f, turf-ws-500-f, turf-ws-5000-f"
gla_455529,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 20 lb, Covers 4,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,205.19 USD,61.81,210.7,3.41,"gla_187126, gla_187129, gla_187130, gla_441522, gla_441529, gla_444217, gla_455528, gla_455529, gla_455530, turf-ws, turf-ws-1000-f, turf-ws-1500-f, turf-ws-2000-f, turf-ws-500-f, turf-ws-5000-f"
gla_455530,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 50 lb, Covers 10,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,484.49 USD,61.81,210.7,3.41,"gla_187126, gla_187129, gla_187130, gla_441522, gla_441529, gla_444217, gla_455528, gla_455529, gla_455530, turf-ws, turf-ws-1000-f, turf-ws-1500-f, turf-ws-2000-f, turf-ws-500-f, turf-ws-5000-f"
gla_445283,"Pig Pasture & Forage Seed Mix - High-Protein, Multi-Region - 10 lb,  | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Pig Forage,pasture,49.99 USD,110.8,136.17,1.23,"gla_440378, gla_445283, gla_445831, gla_445832"
gla_445831,"Pig Pasture & Forage Seed Mix - High-Protein, Multi-Region - 20 lb, Covers 40,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Pig Forage,pasture,79.99 USD,110.8,136.17,1.23,"gla_440378, gla_445283, gla_445831, gla_445832"
gla_445832,"Pig Pasture & Forage Seed Mix - High-Protein, Multi-Region - 50 lb, Covers 100,000 sq ft | Nature's Seed",Pasture Seeds > Pasture Seeds Mix > Mix for Pig Forage,pasture,209.99 USD,110.8,136.17,1.23,"gla_440378, gla_445283, gla_445831, gla_445832"
gla_455524,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 10 lb, Covers 1,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,29.99 USD,31.05,101.21,3.26,"gla_455524, gla_455525, gla_455526"
gla_455525,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 20 lb, Covers 2,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,53.99 USD,31.05,101.21,3.26,"gla_455524, gla_455525, gla_455526"
gla_455526,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 50 lb, Covers 5,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,127.49 USD,31.05,101.21,3.26,"gla_455524, gla_455525, gla_455526"
gla_459582,"Upland Game Bird Food Plot Seed - Duck & Quail Attractor - 10 lb, Covers 5,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,24.99 USD,62.33,70.94,1.14,"gla_459582, gla_459583, gla_459584"
gla_459583,"Upland Game Bird Food Plot Seed - Duck & Quail Attractor - 20 lb, Covers 10,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,44.98 USD,62.33,70.94,1.14,"gla_459582, gla_459583, gla_459584"
gla_459584,"Upland Game Bird Food Plot Seed - Duck & Quail Attractor - 50 lb, Covers 25,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,106.21 USD,62.33,70.94,1.14,"gla_459582, gla_459583, gla_459584"
gla_455934,"Short Prairie Pasture Seed Mix - Fast-Growing Forage Blend - 10 lb, Covers 50,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,159.99 USD,71.36,64.63,0.91,"gla_455933, gla_455934, gla_455935"
gla_455935,"Short Prairie Pasture Seed Mix - Fast-Growing Forage Blend - 20 lb, Covers 100,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,304.99 USD,71.36,64.63,0.91,"gla_455933, gla_455934, gla_455935"
gla_455933,"Short Prairie Pasture Seed Mix - Fast-Growing Forage Blend - 5 lb, Covers 25,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,89.99 USD,71.36,64.63,0.91,"gla_455933, gla_455934, gla_455935"
gla_455517,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 10 lb, Covers 1,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,111.99 USD,70.95,32.11,0.45,"gla_455517, gla_455518, gla_455519"
gla_455518,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 20 lb, Covers 2,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,201.59 USD,70.95,32.11,0.45,"gla_455517, gla_455518, gla_455519"
gla_455519,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 50 lb, Covers 5,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,475.99 USD,70.95,32.11,0.45,"gla_455517, gla_455518, gla_455519"
gla_455451,"Plains Prairie Seed Mix - Native Wildflower & Grass for Pollinators - 16 lb, Covers 3,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,1104.99 USD,39.56,21.86,0.55,"gla_455450, gla_455451, gla_455452"
gla_455452,"Plains Prairie Seed Mix - Native Wildflower & Grass for Pollinators - 4 lb, Covers 800 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,259.99 USD,39.56,21.86,0.55,"gla_455450, gla_455451, gla_455452"
gla_455450,"Plains Prairie Seed Mix - Native Wildflower & Grass for Pollinators - 8 lb, Covers 1,000 sq ft | Nature's Seed",Food Plot > Food Plot Mix Wildlife Attractor,pasture,467.99 USD,39.56,21.86,0.55,"gla_455450, gla_455451, gla_455452"
