sku,name,status,revenue_q1q2,customer_count,units_sold
PB-PNWAL,Pacific Northwest Alpaca/Llama Forage Mix - 2.5 Acres,PHASED_OUT,1186.58,4,4
PB-SWDD-2.5-A,Southwest Desert Dryland Pasture Mix - 2.5 Acres,PHASED_OUT,1170.43,1,1
WB-SD-2000-F,Sonoran Desert Wildflower Mix - 2000 ft²,ACTIVE,1165.69,13,31
PB-TORT-1000-F-OLD,"Tortoise Forage Mix - 1000 ft², Standard Mix",PHASED_OUT,1163.48,17,19
S-TRRE-1000-F-OLD,White Dutch Clover Seeds - 1000 ft²,PHASED_OUT,1158.07,56,61
PB-SSPB,Southern Subtropics Poultry Forage Mix - 2.5 Acres,PHASED_OUT,1154.3,20,25
PB-CHIX-5-LB-OLD,Poultry Forage Mix,PHASED_OUT,1150.87,9,15
PG-DAGL-1-LB-OLD,Orchard Grass Seed - 1 lb,PHASED_OUT,1149.5,74,182
PB-SWDS-2.5-A,Southwest Desert Sheep Forage Mix - 1/2 Acre,PHASED_OUT,1148.59,7,9
PB-SSPB-5000-F,Southern Subtropics Poultry Forage Mix - 5000 ft²,PHASED_OUT,1146.71,20,20
PG-BRBI-10-LB,Meadow Brome - 10 lbs,PHASED_OUT,1137.21,12,15
PB-PNWAL-1-A,Pacific Northwest Alpaca/Llama Forage Mix - 1 Acre,PHASED_OUT,1131.36,6,6
PG-TRFR-10-LB,Strawberry Clover - 10 lbs,PHASED_OUT,1127.4,8,11
PG-PAVI-50-LB-OLD,Switchgrass Seed - 50 lbs,PHASED_OUT,1125.0,2,2
S-DUTCH-5-LB-OLD,White Dutch Clover Seeds,PHASED_OUT,1124.75,17,25
PG-PHPR-10-LB-OLD,Timothy Grass Seed - 10 lbs,PHASED_OUT,1108.25,17,18
PB-GLP-5000-F,Great Lakes/New England Pollinator Mix - 5000 ft²,PHASED_OUT,1107.9,6,6
TURF-NW-500-F,Northwest Seed Mix - 500 ft²,PHASED_OUT,1105.51,22,23
W-PEEA-1-LB,Firecracker Penstemon - 1lbs,PHASED_OUT,1100.0,1,5
PB-MWEC-10-LB,Mid-West/Mid-Atlantic Erosion Control Mix - 1/2 Acre,PHASED_OUT,1099.26,12,13
W-SPAM-0.25-LB,Desert Globemallow - 0.25lbs,PHASED_OUT,1083.99,22,27
WB-CN,California Native Wildflower Mix - 0.5 lb,PHASED_OUT,1074.79,12,22
PB-GPAL,Great Plains Alpaca/Llama Forage Mix - 2.5 Acres,PHASED_OUT,1072.55,2,3
PB-PSWBC-50-LB,Pacific Southwest Beef Cattle Forage Mix - 2.5 Acres,PHASED_OUT,1065.6,3,4
PG-FEID-10-LB,"Idaho Fescue - 10 lbs, Native Variety",PHASED_OUT,1062.78,4,6
WB-SD-500-F,Sonoran Desert Wildflower Mix - 500 ft²,ACTIVE,1059.73,39,63
S-FERUC-25-LB,Chewings Fescue Grass - 50 lbs,PHASED_OUT,1054.98,5,5
PB-SWTG-2.5-A,Southwest Transitional Goat Forage Mix - 2.5 Acres,PHASED_OUT,1053.06,3,3
PG-BUCK-25-LB-OLD,Common Buckwheat - 25 lbs,PHASED_OUT,1039.98,15,16
PB-GOAT-S-OLD,Southern Goat Pasture Mix,PHASED_OUT,1035.39,8,11
PB-MWEC-1-A,Mid-West/Mid-Atlantic Erosion Control Mix - 2.5 Acres,PHASED_OUT,1030.43,2,4
PB-SWTPB-0.5-A,Southwest Transitional Poultry Forage Mix - 1/2 Acre,PHASED_OUT,1025.18,8,10
PG-CHIN,Forage Chicory - 1 lb,PHASED_OUT,1022.62,42,104
PB-MWAL,Mid-West/Mid-Atlantic Alpaca/Llama Forage Mix - 1/2 Acre,PHASED_OUT,1022.07,6,7
WB-OLGN-2000-F,Ornamental Low Growing Native Mix - 2000 ft²,PHASED_OUT,1007.9,7,10
S-AGPA8-10-LB-OLD,San Diego Bentgrass - 10 lbs,PHASED_OUT,1006.83,1,1
PB-SATHB,South-Atlantic Transitional Honey Bee Pasture Mix - 500 ft²,PHASED_OUT,1001.38,15,15
PB-HRSE-SO-OLD,Southern Horse Pasture Mix,PHASED_OUT,989.89,8,11
PB-ALPACA-10-LB-OLD,Alpaca & Llama Forage Mix,PHASED_OUT,989.89,6,11
PB-GPEC-2.5-A,Great Plains Erosion Control Mix - 2.5 Acres,PHASED_OUT,984.88,3,3
PB-SWDG-1-A,Southwest Desert Goat Forage Mix - 1 Acre,PHASED_OUT,978.87,6,6
PB-SSEC,Southern Subtropics Erosion Control Mix - 1 Acre,PHASED_OUT,975.74,4,4
PG-BOCU-1-LB,Sideoats Grama - 1 lb,PHASED_OUT,975.08,25,48
PB-PSWG,Pacific Southwest Goat Forage Mix - 1/2 Acre,PHASED_OUT,960.3,6,8
PG-AGSP-10-LB,Bluebunch Wheatgrass - 10 lbs,PHASED_OUT,955.94,5,6
PB-SWTD-2.5-A,Southwest Transitional Dryland Pasture Mix - 2.5 Acres,PHASED_OUT,955.84,3,3
TURF-WS-500-F,TWCA Water-Wise Shade Mix - 500 ft²,PHASED_OUT,950.21,22,35
WB-FM-2000-F,Flowering Meadow Mix - 2000 ft²,PHASED_OUT,949.93,9,12
PG-PEAS-10-LB,Field Pea - 10 lbs,PHASED_OUT,946.12,36,38
PG-BRCA-N-10-LB,California Brome Grass - 10 lbs,PHASED_OUT,945.0,2,3
PB-GLBG-2.5-A,Great Lakes/New England Big Game Food Plot Mix - 2.5 Acres,PHASED_OUT,936.79,3,3
PB-GPP-5000-F,Great Plains Pollinator Mix - 5000 ft²,PHASED_OUT,929.75,4,5
PG-POPR-50-LB-OLD,Kentucky Bluegrass - 50 lbs,PHASED_OUT,924.0,2,4
TURF-WNS-5000-F,TWCA Water-Wise Northern Sports Mix - 5000 ft²,PHASED_OUT,915.07,3,4
PG-AGRI-10-LB,Streambank Wheatgrass - 10 lbs,PHASED_OUT,907.13,5,6
PG-SONU-10-LB,Indiangrass - 10 lbs,PHASED_OUT,890.33,5,5
PG-AGSM-10-LB,Western Wheatgrass - 10 lbs,PHASED_OUT,888.15,6,7
PB-PSWG-2.5-A,Pacific Southwest Goat Forage Mix - 2.5 Acres,PHASED_OUT,882.83,3,3
PB-PSWS,Pacific Southwest Sheep Forage Mix - 1/2 Acre,PHASED_OUT,880.17,6,7
S-INNOC-1-LB-OLD,Am 120 Standard Mycorrhizal Inoculant - 1 lb,PHASED_OUT,867.57,48,63
PG-BUCK-50-LB-OLD,Common Buckwheat - 50 lbs,PHASED_OUT,863.74,7,8
PB-PSWPB,Pacific Southwest Poultry Forage Mix - 5000 ft²,PHASED_OUT,852.59,19,20
PG-LOMU-50-LB,Annual Ryegrass - 50 lbs,PHASED_OUT,851.5,3,7
W-ASSP-0.25-LB,Showy Milkweed - 0.25lbs,PHASED_OUT,849.68,8,8
PB-SWTPB-1500-F,Southwest Transitional Poultry Forage Mix - 1500 ft²,PHASED_OUT,848.3,29,49
W-PECA-1-LB,White Prairie Clover - 1lbs,PHASED_OUT,843.75,2,15
PB-SWDS,Southwest Desert Sheep Forage Mix - 1 Acre,PHASED_OUT,836.17,3,3
TURF-CYDA-2000-F,Bermuda Grass Seed Mix - 2000 ft²,PHASED_OUT,835.7,5,5
PB-MWEC,Mid-West/Mid-Atlantic Erosion Control Mix - 1 Acre,PHASED_OUT,831.84,5,5
PB-SWDPB-2-LB,Southwest Desert Poultry Forage Mix - 2000 ft²,PHASED_OUT,829.16,35,41
W-PEPA2-1-LB,Parry Penstemon - 1lbs,PHASED_OUT,828.3,1,10
PB-FTPB,Florida Tropics Poultry Forage Mix - 5000 ft²,PHASED_OUT,825.34,10,15
PG-PHPR-1-LB-OLD,Timothy Grass Seed - 1 lb,PHASED_OUT,818.61,49,121
PB-SWDPB,Southwest Desert Poultry Forage Mix - 5000 ft²,PHASED_OUT,811.09,11,12
PG-ELCI-10-LB,Basin Wildrye - 10 lbs,PHASED_OUT,810.15,5,7
WB-MW-1000-F,Midwest Wildflower Mix - 1000 ft²,PHASED_OUT,806.24,29,32
TURF-NE-2000-F,Northeast Seed Mix - 2000 ft²,PHASED_OUT,804.48,9,12
PG-ONVI-10-LB,Sainfoin - 10 lbs,PHASED_OUT,803.36,16,21
PB-PNWHB-2-LB,Pacific Northwest Honey Bee Pasture Mix - 2000 ft²,PHASED_OUT,802.98,9,10
PB-SSD-0.5-A,Southern Subtropics Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,800.92,4,7
PB-HONEY-OLD,Honey Bee Pasture Mix,PHASED_OUT,800.91,7,9
CV-CHM-5-LB-OLD,CALIFORNIA HABITAT MIX,PHASED_OUT,799.98,2,2
PG-POPR-5-LB-OLD,Kentucky Bluegrass,PHASED_OUT,799.8,12,20
PB-SWDBG-50-LB,Southwest Desert Big Game Food Plot Mix - 2.5 Acres,PHASED_OUT,798.21,2,4
WB-SW-2000-F,Southwest Wildflower Mix - 2000 ft²,PHASED_OUT,797.82,14,18
PG-AGEL-50-LB,Tall Wheatgrass - 50 lbs,PHASED_OUT,796.88,1,3
PB-SSAG-2.5-A,Southwest Semi-Arid Steppe Goat Forage Mix - 2.5 Acres,PHASED_OUT,794.04,2,2
PB-GPAL-1-A,Great Plains Alpaca/Llama Forage Mix - 1 Acre,PHASED_OUT,779.41,3,4
TURF-FEAR2,Triple-Play Turf Type Tall Fescue Seed Blend - 5 lbs,PHASED_OUT,769.78,6,22
PG-CYDA-1-LB-OLD,Common Bermudagrass - 1 lb,PHASED_OUT,769.71,23,48
PB-SATPB-2000-F,South-Atlantic Transitional Poultry Forage Mix - 2000 ft²,PHASED_OUT,766.1,27,29
PG-ORHY-1-LB,Indian Ricegrass - 1 lb,PHASED_OUT,760.24,22,33
PB-SWDEC-1-A,Southwest Desert Erosion Control Mix - 1 Acre,PHASED_OUT,757.27,5,5
W-LUAL-0.25-LB,Mountain Lupine - 0.25lbs,PHASED_OUT,754.26,16,20
WB-SMM-2000-F,Santa Monica Mountain Cover Mix - 2000 ft²,PHASED_OUT,742.42,5,8
PG-FEID-1-LB,"Idaho Fescue - 1 lb, Native Variety",PHASED_OUT,741.8,21,40
PG-AGSP-1-LB,Bluebunch Wheatgrass - 1 lb,PHASED_OUT,726.88,23,36
PB-SHEP-SO-OLD,Southern Sheep Pasture Mix,PHASED_OUT,720.42,6,8
PB-PNWEC-10-LB,Intermountain West Erosion Control Mix - 1/2 Acre,PHASED_OUT,720.23,7,7
PB-MWP-1000-F,Mid-West/Mid-Atlantic Pollinator Mix - 1000 ft²,PHASED_OUT,708.54,6,12
PG-ONVI-25-LB,Sainfoin - 25 lbs,PHASED_OUT,708.3,6,6
PG-FEAR2-1-LB-OLD,Tall Fescue - 1 lb,PHASED_OUT,706.38,50,118
PG-AVSA-50-LB,Oats - 50 lbs,PHASED_OUT,704.0,5,7
PB-MWHB,Mid-West/Mid-Atlantic Honey Bee Pasture Mix - 1/2 Acre,PHASED_OUT,703.86,9,10
PB-GPBG-2.5-A,Great Plains Big Game Food Plot Mix - 2.5 Acres,PHASED_OUT,701.83,4,4
WB-BFP-500-F,Butterfly Pollinator Mix - 500 ft²,PHASED_OUT,701.62,38,38
PG-ELGL-N-10-LB,"Blue Wildrye - 10 lbs, Northern California",PHASED_OUT,700.0,1,1
PG-LIUS-25-LB,Common Flax - 25 lbs,PHASED_OUT,698.6,7,8
TURF-CYDA-500-F,Bermuda Grass Seed Mix - 500 ft²,PHASED_OUT,697.97,12,14
PG-DECA-10-LB,Tufted Hairgrass - 10 lbs,PHASED_OUT,697.5,2,2
PB-GLBG-0.5-A,Great Lakes/New England Big Game Food Plot Mix - 1/2 Acre,PHASED_OUT,695.32,7,8
PB-FTPB-1-A,Florida Tropics Poultry Forage Mix - 1 Acre,PHASED_OUT,694.73,5,5
WB-IF-500-F,Insecta-Flora Mix - 500 ft²,PHASED_OUT,692.62,37,42
PG-ERFA-1-LB,California Buckwheat - 1 lb,PHASED_OUT,690.89,14,17
PG-AGTR-10-LB,Slender Wheatgrass - 10 lbs,PHASED_OUT,689.08,5,8
TURF-PANO-500-F,Bahia Grass Seed - 500 ft²,PHASED_OUT,686.93,10,14
PG-SAME3-1-LB,Black Sage - 1 lb,PHASED_OUT,685.25,5,5
PG-SECE-50-LB-OLD,Cereal Rye Seed - 50 lbs,PHASED_OUT,685.0,4,6
PB-GPG-2.5-A,Great Plains Goat Forage Mix - 2.5 Acres,PHASED_OUT,681.2,2,2
WB-CCN-500-F-OLD,California Coastal Native Wildflower Mix - 500 ft²,PHASED_OUT,678.9,17,24
PB-PSWH,Pacific Southwest Horse Forage Mix - 1 Acre,PHASED_OUT,678.67,3,4
PB-SSPB-2000-F,Southern Subtropics Poultry Forage Mix - 2000 ft²,PHASED_OUT,677.83,25,26
W-ENCA-1-LB-OLD,California Bush Sunflower - 1lbs,PHASED_OUT,676.2,5,6
W-NEME-1-LB,Baby Blue Eyes - 1lbs,PHASED_OUT,672.97,9,9
WB-BEP-500-F,Western Native Pollinator Wildflower Mix - 500 ft²,PHASED_OUT,668.66,24,43
PB-SATP-5000-F,South-Atlantic Transitional Pollinator Mix - 5000 ft²,PHASED_OUT,660.98,3,4
PB-SSABC-0.5-A,Southwest Semi-Arid Steppe Beef Cattle Forage Mix - 1/2 Acre,PHASED_OUT,659.14,2,4
S-FEOV-OLD,Sheep Fescue Grass - 5 lbs,PHASED_OUT,649.87,5,13
PB-TORT-2-LB-OLD,Tortoise Forage Mix,PHASED_OUT,649.81,13,19
W-LUNA-N-1-LB,"Sky Lupine - 1lbs, Northern California",PHASED_OUT,648.0,3,5
PB-GPEC-0.5-A,Great Plains Erosion Control Mix - 1/2 Acre,PHASED_OUT,646.61,7,7
TURF-LOPE-1500-F,Perennial Ryegrass Seed Blend - 1500 ft²,PHASED_OUT,646.15,5,5
PB-SATDC-0.5-A,South-Atlantic Transitional Dairy Cow Forage Mix - 1/2 Acre,PHASED_OUT,645.36,5,7
PG-SOSU-10-LB,Sudangrass - 10 lbs,PHASED_OUT,643.5,14,17
PG-TRFR-1-LB,Strawberry Clover - 1 lbs,PHASED_OUT,640.63,31,52
PB-SWTAL-0.5-A,Southwest Transitional Alpaca/Llama Forage Mix - 1/2 Acre,PHASED_OUT,633.69,7,7
PB-IWHB,Intermountain West Honey Bee Pasture Mix - 1000 ft²,PHASED_OUT,625.96,14,18
PG-LOCO-50-LB,Birdsfoot Trefoil - 50 lbs,PHASED_OUT,625.0,1,1
PB-IWHB-2.5-A,Intermountain West Honey Bee Pasture Mix - 2.5 Acres,PHASED_OUT,624.23,2,2
W-ACLA-0.25-LB-OLD,"Western Yarrow - 0.25lbs, Native Variety",PHASED_OUT,623.86,19,20
PB-GPP,Great Plains Pollinator Mix - 500 ft²,PHASED_OUT,618.65,11,11
PB-SWDD-0.5-A,Southwest Desert Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,616.5,2,2
PB-SWTPB-2000-F,Southwest Transitional Poultry Forage Mix - 2000 ft²,PHASED_OUT,614.71,19,22
PB-IWS,Intermountain West Sheep Forage Mix - 1 Acre,PHASED_OUT,614.68,1,4
PG-SOBI-10-LB,Grain Sorghum - 10 lbs,PHASED_OUT,606.5,13,16
PB-GPH-0.5-A,Great Plains Horse Forage Mix - 1/2 Acre,PHASED_OUT,605.96,4,6
PB-SWTBC-50-LB,Southwest Transitional Beef Cattle Forage Mix - 2.5 Acres,PHASED_OUT,601.15,2,2
PG-TRWI-N-1-LB,"Tomcat Clover - 1 lb, Northern California",PHASED_OUT,600.1,4,4
PG-ANGE-50-LB,Big Bluestem - 50 lbs,PHASED_OUT,600.0,1,1
CV-BGEC-10-LB-OLD,Big Four Native Erosion Control Mix,PHASED_OUT,599.97,3,3
LLWB-SW,Sun &amp; Shade Wildflower Mix - 2000 ft²,PHASED_OUT,599.88,11,12
WB-RM-1-LB-OLD,Rocky Mountain Wildflower Mix - 1 lb,PHASED_OUT,594.87,8,13
PG-POSA-10-LB,Sandberg Bluegrass - 10 lbs,PHASED_OUT,592.11,3,3
PG-SONU-1-LB,Indiangrass - 1 lb,PHASED_OUT,589.93,18,25
PB-MWD-2.5-A,Mid-West/Mid-Atlantic Dryland Pasture Mix - 2.5 Acres,PHASED_OUT,589.0,1,2
WB-MW-500-F,Midwest Wildflower Mix - 500 ft²,PHASED_OUT,588.4,34,35
PG-LOMU-25-LB,Annual Ryegrass - 25 lbs,PHASED_OUT,588.33,9,9
PG-RASA-25-LB,Forage Radish - 25 lbs,PHASED_OUT,586.62,7,8
W-LUDE-N-0.25-LB,Golden Lupine - 0.25lbs,PHASED_OUT,579.55,13,17
PB-SSAG-1-A,Southwest Semi-Arid Steppe Goat Forage Mix - 1 Acre,PHASED_OUT,577.92,3,3
PG-RASA-10-LB,Forage Radish - 10 lbs,PHASED_OUT,576.64,15,15
PG-MEAL-10-LB,White Sweet Clover - 10 lbs,PHASED_OUT,573.52,8,8
PB-PNWEC-50-LB,Intermountain West Erosion Control Mix - 2.5 Acres,PHASED_OUT,569.9,2,2
PG-TRIN,Crimson Clover Seed - 1 lb,ACTIVE,567.57,12,33
PG-ELJU,Russian Wildrye - 50 lbs,PHASED_OUT,566.05,1,1
PG-VIUN,Cowpeas - 10 lbs,PHASED_OUT,564.58,11,13
PG-FEAR-50-LB,Arizona Fescue - 50 lbs,PHASED_OUT,562.5,1,1
PG-AGSM-1-LB,Western Wheatgrass - 1 lb,PHASED_OUT,562.3,15,39
PG-AVSA-10-LB,Oats - 10 lbs,PHASED_OUT,561.13,18,27
TURF-FINE-5-LB-OLD,Fine Fescue Turf Blend,PHASED_OUT,559.86,7,14
W-ASTU-0.25-LB,Butterfly Milkweed - 0.25lbs,PHASED_OUT,558.61,3,3
PB-IWWFR,Intermountain West Wildfire Resistant Mix - 1 Acre,PHASED_OUT,554.14,1,1
PB-SWDHB,Southwest Desert Honey Bee Pasture Mix - 2.5 Acres,PHASED_OUT,552.62,7,9
PG-LATR-1-LB,Creosote Bush - 1 lb,PHASED_OUT,552.49,6,10
PB-IWEC,Intermountain West Erosion Control Mix - 1 Acre,PHASED_OUT,551.94,3,3
PG-MEAL-1-LB,White Sweet Clover - 1 lb,PHASED_OUT,551.72,30,64
WB-CALN-0.5-LB-OLD,California Native Wildflower Mix,PHASED_OUT,549.89,2,11
PB-IWUG-2.5-A,Intermountain West Upland Game Food Plot Mix - 2.5 Acres,PHASED_OUT,546.87,2,2
W-ASFA-OLD,Narrowleaf Milkweed - 1 Pack,PHASED_OUT,546.43,32,102
PB-GAME-OLD,Big Game Forage Mix,PHASED_OUT,539.94,3,6
PB-SWTAL-2.5-A,Southwest Transitional Alpaca/Llama Forage Mix - 2.5 Acres,PHASED_OUT,539.54,2,2
PG-FEAR-1-LB,Arizona Fescue - 1 lb,PHASED_OUT,539.44,16,26
TURF-SST-500-F,Southern Sports Turf Mix - 500 ft²,PHASED_OUT,537.02,4,5
W-LUAL-1-LB,Mountain Lupine - 1lbs,PHASED_OUT,531.92,3,4
TURF-LM,Low Maintenance Seed Mix - 1000 ft²,PHASED_OUT,527.97,4,6
W-LUAR-0.25-LB,Arizona Lupine - 0.25lbs,PHASED_OUT,523.71,10,14
W-NEME-0.25-LB,Baby Blue Eyes - 0.25lbs,PHASED_OUT,521.12,20,22
2750AL-A,Shoulder Strap Broadcast Seed Spreader,ACTIVE,519.38,6,6
PB-GPB-0.5-A,Great Plains Bison Forage Mix - 1/2 Acre,PHASED_OUT,510.48,1,7
PG-FEAR-10-LB,Arizona Fescue - 10 lbs,PHASED_OUT,508.76,2,3
PB-SATD-0.5-A,South-Atlantic Transitional Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,508.53,4,6
PB-PPT-1-LB,Pretty Prairie Tallgrass Mix - 1 lb,PHASED_OUT,506.59,10,18
PG-LEST-10-LB,Common Lespedeza - 10 lbs,PHASED_OUT,498.31,6,7
PB-FTHB-1-A,Florida Tropics Honey Bee Pasture Mix - 1 Acre,PHASED_OUT,492.17,3,3
PG-POPR-1-LB-OLD,Kentucky Bluegrass - 1 lb,PHASED_OUT,489.18,25,73
PB-SSAG-0.5-A,Southwest Semi-Arid Steppe Goat Forage Mix - 1/2 Acre,PHASED_OUT,486.46,4,4
S-FELO-10-LB,Hard Fescue Grass - 10 lbs,PHASED_OUT,486.17,7,7
WB-NW-500-F,Northwest Wildflower Mix - 500 ft²,PHASED_OUT,484.72,25,32
PB-PSWBG-0.5-A,Pacific Southwest Big Game Food Plot Mix - 1/2 Acre,PHASED_OUT,483.95,4,7
PG-BRMA-10-LB,Mountain Brome - 10 lbs,PHASED_OUT,482.35,5,6
PG-AVSA-1-LB,Oats - 1 lb,PHASED_OUT,481.68,67,125
PG-PEGL2-1-LB,Hybrid Pearl Millet - 1 lb,PHASED_OUT,481.37,35,114
PB-IWUG-1-A,Intermountain West Upland Game Food Plot Mix - 1 Acre,PHASED_OUT,480.26,4,4
PG-SCSC-25-LB,Little Bluestem - 25 lbs,PHASED_OUT,480.0,2,2
PG-VIVI-50-LB,Hairy Vetch - 50 lbs,PHASED_OUT,478.69,2,2
WB-FM-500-F,Flowering Meadow Mix - 500 ft²,PHASED_OUT,474.63,14,14
W-PARH-1-LB,Shirley Poppy - 1lbs,PHASED_OUT,474.36,11,14
W-NEME-0.5-LB,Baby Blue Eyes - 0.5lbs,PHASED_OUT,470.21,9,9
PG-VIVI-10-LB,Hairy Vetch - 10 lbs,PHASED_OUT,467.88,10,10
PB-GLD-0.5-A,Great Lakes/New England Dryland Pasture Mix - 1/2 Acre,PHASED_OUT,459.54,3,4
PB-SSEC-2.5-A,Southern Subtropics Erosion Control Mix - 1/2 Acre,PHASED_OUT,458.05,4,5
PG-LIUS,Common Flax - 1 lbs,PHASED_OUT,452.51,54,99
PB-SSPB-1000-F,Southern Subtropics Poultry Forage Mix - 1000 ft²,PHASED_OUT,451.53,23,24
PB-MWP-500-F,Mid-West/Mid-Atlantic Pollinator Mix - 500 ft²,PHASED_OUT,448.96,12,12
PG-LIUS-10-LB,Common Flax - 10 lbs,PHASED_OUT,447.13,12,12
PG-BRBI-1-LB,Meadow Brome - 1 lb,PHASED_OUT,446.96,21,51
PG-SIHY-10-LB,Bottlebrush Squirreltail - 10 lbs,PHASED_OUT,444.06,2,2
W-MOFI-0.25-LB,Wild Bergamot - 0.25lbs,PHASED_OUT,442.22,14,14
PB-MWD-1-A,Mid-West/Mid-Atlantic Dryland Pasture Mix - 1 Acre,PHASED_OUT,441.9,3,3
PB-GLUG,Great Lakes/New England Upland Game Food Plot Mix - 1 Acre,PHASED_OUT,439.76,3,3
PG-LOPE-1-LB-OLD,Perennial Ryegrass - 1 lb,PHASED_OUT,439.59,35,74
PG-DECA-1-LB,Tufted Hairgrass - 1 lb,PHASED_OUT,438.8,10,12
PG-TRAR-10-LB,Wheat - 10 lbs,PHASED_OUT,432.76,15,20
PB-FTH-0.5-A,Florida Tropics Horse Forage Mix - 1/2 Acre,PHASED_OUT,432.5,2,2
PG-POPR-25-LB-OLD,Kentucky Bluegrass - 25 lbs,PHASED_OUT,432.45,3,3
W-ECPU-0.25-LB,Purple Coneflower - 0.25lbs,PHASED_OUT,431.48,25,27
W-ESMA-1-LB-OLD,Coastal California Poppy - 1lbs,PHASED_OUT,431.3,2,2
WB-NE-500-F,Northeast Wildflower Mix - 500 ft²,PHASED_OUT,431.02,21,24
PB-SATBC,South-Atlantic Transitional Beef Cattle Forage Mix - 1/2 Acre,PHASED_OUT,429.25,3,3
PB-GPPB-500-F,Great Plains Poultry Forage Mix - 500 ft²,PHASED_OUT,427.08,21,30
PB-SATH-0.5-A,South-Atlantic Transitional Horse Forage Mix - 1/2 Acre,PHASED_OUT,424.46,3,4
